Size BST-Insert AVL-Insert BST-Find AVL-Find
571 2497 140 2712 115
572 2515 147 2691 87
573 2513 149 2703 158
574 2538 164 2686 110
575 2558 167 2638 66
576 2537 146 2584 55
577 2519 177 2789 127
578 2593 161 2765 92
579 2510 155 2772 142
580 2510 147 2725 83
581 2547 187 2865 160
582 2511 122 3092 101
583 2525 136 2779 98
584 2532 144 2748 68
585 2545 172 2785 187
586 2549 152 2838 117
587 2565 153 2774 110
588 2569 177 2753 99
589 2570 186 2713 189
590 2571 170 2682 124
591 2580 151 2834 67
592 2596 168 2821 58
593 2581 161 2748 130
594 2592 148 2713 99
595 2583 142 2890 135
596 2692 137 2870 89
597 2595 147 2923 109
598 2623 142 2911 86
599 2660 164 2493 107
600 2655 162 2544 86
601 2649 184 2692 181
602 2652 181 2690 102
603 2651 176 2722 105
604 2652 172 2714 80
605 2664 170 2817 173
606 2666 172 2795 105
607 2666 155 2781 102
608 2697 166 2673 54
609 2692 202 2712 160
610 2700 175 2690 99
611 2694 159 2887 139
612 2704 153 2673 88
613 2705 167 2637 120
614 2941 158 2615 95
615 2707 141 2720 75
616 2677 132 2687 64
617 2656 174 2726 126
618 2672 140 2715 97
619 2693 147 2743 84
620 2683 154 2734 78
621 2687 152 2977 166
622 2697 139 2904 127
623 2706 158 2651 80
624 2712 170 2652 62
625 2709 174 2829 124
626 2722 156 2816 93
627 2722 157 3012 147
628 2723 144 3410 92
629 2802 152 3005 155
630 2743 139 2997 100
631 2875 132 2999 74
632 2747 140 2990 67
633 2742 143 2720 159
634 2753 153 2711 110
635 2757 150 2872 122
636 2768 142 2862 96
637 2770 150 3055 155
638 2789 149 3039 109
639 2799 160 3091 49
640 2771 127 3042 40
641 2784 189 3032 160
642 2796 155 3015 103
643 2821 177 3054 137
644 2825 169 3031 94
645 2830 190 3052 139
646 2817 160 3019 96
647 2827 157 2897 96
648 2832 147 2883 65
649 2847 180 3230 141
650 2843 142 3072 96
651 2849 164 3050 193
652 2868 170 3033 123
653 2883 186 3092 109
654 2896 189 3072 90
655 2889 178 3052 111
656 2889 181 3047 77
657 2899 180 3128 97
658 2920 188 3113 76
659 2911 168 2846 132
660 2926 162 2831 92
661 2891 143 2997 119
662 2900 143 2995 93
663 2876 142 3608 146
664 2893 151 3192 77
665 2906 175 3107 158
666 2921 168 3101 108
667 2927 146 2951 114
668 2920 152 2944 81
669 3029 162 2975 149
670 2979 510 2973 102
671 2933 153 3193 78
672 2967 163 3175 58
673 2964 197 3039 154
674 3127 165 3151 97
675 2961 149 3035 107
676 2975 175 2997 83
677 2982 182 3013 110
678 2992 152 3007 90
679 3022 165 3334 135
680 3004 177 3302 96
681 3000 170 3193 148
682 3050 176 3194 106
683 3155 148 3098 128
684 3108 137 3109 99
685 2987 153 3336 184
686 3000 144 3214 117
687 3259 164 3109 100
688 2996 130 3067 77
689 2999 157 3270 165
690 3204 141 3244 118
691 3042 157 3471 115
692 3015 135 3304 87
693 3060 132 3171 167
694 3054 163 3147 116
695 3062 189 3323 105
696 3062 177 3351 90
697 3071 185 3369 155
698 3070 164 3427 105
699 3076 168 3332 178
700 3067 146 3309 122
701 3067 146 3226 172
702 3090 143 3197 134
703 3075 132 3431 49
704 3091 142 3185 47
705 3100 185 3156 177
706 3112 167 3099 114
707 3116 163 3245 120
708 3123 156 3520 99
709 3245 210 3366 164
710 3211 172 3265 119
711 3170 167 3482 122
712 3169 161 3439 91
713 3185 178 3280 169
714 3189 172 3257 104
715 3203 186 3296 97
716 3354 171 3243 82
717 3163 159 3323 167
718 3178 144 3289 126
719 3199 143 3270 91
720 3188 159 3248 75
721 3184 161 3477 159
722 3190 147 3471 109
723 3200 159 3501 147
724 3157 137 3426 97
725 3295 142 3163 133
726 3165 130 3257 109
727 3296 141 3455 117
728 3180 137 3461 84
729 3181 144 3451 199
730 3198 147 3452 138
731 3212 157 3319 109
732 3199 140 3314 89
733 3215 155 3425 143
734 3240 165 3422 105
735 3233 164 3517 69
736 3252 177 3512 61
737 3241 191 3470 130
738 3232 152 3502 95
739 3258 170 3472 83
740 3230 141 3833 74
741 3243 162 3602 162
742 3343 152 3557 106
743 3262 155 3580 90
744 3397 150 3719 78
745 3412 161 3525 114
746 3269 150 3502 84
747 3283 149 3596 107
748 3286 157 3754 95
749 3268 134 3250 143
750 3273 124 3431 105
751 3224 162 3228 72
752 3222 145 3227 62
753 3239 183 3613 165
754 3255 161 3599 119
755 3272 152 3565 151
756 3428 144 3560 117
757 3281 173 3459 162
758 3285 159 3439 117
759 3283 162 3672 97
760 3292 159 3665 89
761 3296 176 3625 150
762 3307 162 3597 100
763 3302 153 3548 125
764 3317 142 3540 92
765 3308 164 3625 151
766 3322 146 3965 111
767 3347 155 3572 71
768 3357 177 3546 57
769 3352 219 3578 162
770 3321 149 3563 108
771 3422 135 3650 126
772 3345 141 3723 89
773 3342 127 3679 175
774 3369 144 3660 110
775 3372 156 3690 83
776 3375 145 3666 68
777 3433 159 3440 151
778 3387 145 3422 95
779 3367 133 3490 116
780 3382 138 3482 84
781 3397 167 3732 160
782 3409 151 3723 105
783 3407 145 3533 71
784 3399 143 3504 56
785 3416 165 3507 172
786 3459 175 3492 113
787 3444 178 3554 117
788 3470 155 3542 87
789 3445 165 3718 245
790 3499 156 3695 133
791 3464 155 3542 108
792 3454 140 3699 82
793 3438 142 4135 122
794 3442 134 3801 92
795 3443 142 3754 138
796 3448 135 3779 114
797 3474 156 3635 179
798 3475 136 3603 122
799 3482 155 4255 94
800 3502 145 3793 70
801 3509 181 3837 174
802 3655 169 3823 104
803 3530 171 3937 111
804 3537 184 3883 80
805 3536 182 3443 159
806 3668 146 3399 109
807 3504 141 3969 89
808 3507 123 3824 73
809 3514 128 3798 192
810 3510 145 3783 121
811 3522 147 3881 110
812 3551 165 3861 84
813 3537 145 3816 201
814 3524 124 3778 126
815 3532 131 3782 83
816 3532 149 3760 62
817 3535 170 3624 111
818 3540 163 3622 88
819 3835 170 4042 128
820 3883 155 3835 89
821 3555 168 3864 129
822 3575 157 3849 95
823 3642 179 3842 102
824 3680 182 3839 77
825 3590 182 4333 125
826 3605 183 3837 92
827 3672 157 3752 125
828 3604 155 4034 87
829 3600 153 3895 164
830 3602 142 3838 106
831 3603 132 3907 82
832 3617 153 3859 68
833 3612 181 3707 172
834 3611 145 3675 101
835 3625 145 3537 130
836 3620 133 3521 92
837 3631 150 3962 141
838 3620 128 3945 104
839 3628 138 3920 108
840 3629 144 3903 75
841 3652 179 3977 124
842 3636 142 3956 94
843 3658 153 3958 92
844 3663 152 3933 75
845 3670 172 4140 132
846 3680 159 4007 92
847 3683 155 4029 62
848 3687 163 4020 56
849 3687 185 3966 146
850 3681 172 3951 100
851 3697 169 3967 94
852 3694 132 3959 83
853 3720 140 3870 148
854 3695 122 3827 105
855 3719 129 3836 114
856 3707 115 3798 87
